label,noun_count_percent,adj_count_percent,adv_count_percent,pro_count_percent,char_count,word_density,punctuation_count,upper_case_word_count,vader_pos,vader_neg,vader_neu,vader_compound,response,Response_emotion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emotional_sim_response/context/0,Emotional_sim_response/context/1,valence_diff,arousal_diff,dominance_diff
NOT_SARCASM,0.076923077,0.076923077,0,0,4.615384615,0.355029586,0.230769231,0.153846154,0,0,1,0.5,    going to Hawaii for the first time this Winter .,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009695165,0.292199133,0.665,0.129,-0.035
NOT_SARCASM,0.081632653,0.12244898,0.06122449,0.040816327,5.857142857,0.119533528,0.346938776,0.081632653,0.15,0.057,0.793,0.818,"      Not enough ? We have the surroundings , literally dotted with some of the finest #Italian castles ! Fierce battles that shaped destinies of #empires , romantic stories , massive fortresses , discover a land of history and beauty . Contact us : tour@milanoarte.net <URL>",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.090839444,0.11744733,-0.254,0.654,-0.127
NOT_SARCASM,0.08,0.08,0.04,0.08,4.16,0.1664,0.24,0.12,0.182,0,0.818,0.7913,      Ah wowwwww ! My shoddy phone couldn ’ t take a pic that good ! Am so chuffed with it !,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012957819,0.007261298,-0.641,0.256,-0.769
NOT_SARCASM,0.2,0.066666667,0.133333333,0.133333333,4.533333333,0.302222222,0.333333333,0.133333333,0,0.155,0.845,0.352,    Why don't you use your own mantra and stop #hate lefty ?,anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023202095,0.019394986,-0.441,-0.203,0.094
NOT_SARCASM,0.133333333,0.066666667,0,0,4.466666667,0.297777778,0.4,0.266666667,0,0,1,0.5,      Oh and Soleimani isn ’ t mentioned at all . <URL>,sadness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.172339833,0.041535757,-0.226,-1.277,-0.13
NOT_SARCASM,0.130434783,0.043478261,0.02173913,0.108695652,4.804347826,0.104442344,0.239130435,0.173913043,0.269,0.054,0.677,0.95135,"    May we ALL , including ALL our struggling loved ones come back to Our Lord , Our #God's wisdom that YES there is a better way , that being the WAY of His heart of eternal for ALL ! Ezekiel 36:26 #PRAYER #Jesus",sadness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.293771311,0.097719153,0.291,-0.18,-0.206
NOT_SARCASM,0.137931034,0.034482759,0,0,4.965517241,0.171224732,0.310344828,0.103448276,0.219,0,0.781,0.7787,"    def . walking around enjoying the feel , the timeless architecture , and pondering the glories of Amazon HQ2 , to name but a few ...",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052910993,0.272561212,-0.221,-0.209,-0.093
NOT_SARCASM,0.12962963,0.111111111,0.055555556,0.111111111,4.833333333,0.089506173,0.259259259,0,0.101,0.225,0.674,0.1175,"Just the tiniest bit of #hate accepted by you will breed in you . Dislike anything or anyone you find unlikable , unacceptable or disagreeable . But don't #hate . Keep yourself free of hate & you will find much more space in your life for , #happiness & . ( 4 )",anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143850757,0.217718277,0.063,0.455,0.464
NOT_SARCASM,0.238095238,0.095238095,0,0.047619048,4.952380952,0.235827664,0.380952381,0.142857143,0.166,0,0.834,0.7287,      what does #crime have do w / program to help kids ? #positive community programs all !,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.609479113,0.093534301,-0.234,0.247,0.26
NOT_SARCASM,0.117647059,0.235294118,0,0.117647059,4.294117647,0.252595156,0.176470588,0.058823529,0,0,1,0.5,  but the longer you stay in the game the more corrupt you become ! !,anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75048721,0.0312667,0.56,0.351,0.12
NOT_SARCASM,0.071428571,0.071428571,0.071428571,0.071428571,5.571428571,0.198979592,0.357142857,0.178571429,0,0,1,0.5,"      If we all do one random act of #kindness daily , we just might get the #WORLD in the right direction . #JesseLewisChooseLoveMovement <URL>",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.237662725,0.029127,-0.201,-0.195,0.13
NOT_SARCASM,0.1875,0.0625,0.03125,0.09375,4.75,0.1484375,0.1875,0.09375,0.353,0,0.647,0.9365,These Be's 🐝 are only possible with GRACE and I thank God for the grace He has showered me 🙌 🏼 . Let's make some honey 🍯 😋 #Phronesis #VBVPCQT #Patience,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.090935832,0.217792543,0.951,-0.383,0.789
NOT_SARCASM,0.148148148,0.037037037,0.111111111,0.111111111,4.888888889,0.181069959,0.222222222,0.111111111,0,0.095,0.905,0.352,"  Not heard from ANYONE re calls , emails , etc . I still have no idea what is going on with my order #angry #badcustomerservice",anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.153346843,0.030311978,-0.079,0.067,-0.031
NOT_SARCASM,0.086956522,0.173913043,0.043478261,0.086956522,5.434782609,0.236294896,0.304347826,0.086956522,0.249,0.046,0.705,0.84065,    enjoy your new authoritarian America where nothing matters but money & brute force - you'll fit right in ! #lucky,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06587498,0.198864892,0.551,1.077,0.375
NOT_SARCASM,0.134615385,0.076923077,0.038461538,0.076923077,4.865384615,0.093565089,0.192307692,0.019230769,0.128,0.042,0.83,0.818,"Wherein most of the people are stuck in the age-number game and are required to ' behave ' or ' act ' in a certain way , I think its the inner joy that mattes the most and we are as young as the child in us ! #HappyNew2020 #2020NewYear #happynewyear2020",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.148493955,0.272591045,0.118,-0.003,-0.087
NOT_SARCASM,0.052631579,0.105263158,0,0.052631579,5.421052632,0.28531856,0.526315789,0.157894737,0,0,1,0.5,      You go girl ! Women empowerment ! Femininity ! Mother Nature ! #metoo #women #essence,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.122671416,0.290032724,0.882,0.472,-0.248
NOT_SARCASM,0.173913043,0.086956522,0.043478261,0.086956522,5.652173913,0.245746692,0.260869565,0.043478261,0.167,0.35,0.482,0.1144,"  Keep pretending your side isn't the kings of bullying and hatred ! Wow , you're clueless to the real world #alwaysTheVictims",fear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085159058,0.25844958,0.401,-0.165,0.023
NOT_SARCASM,0.214285714,0.071428571,0.014285714,0.085714286,4.4,0.062857143,0.185714286,0.057142857,0,0.165,0.835,0.0967,      Iraq Parliament is not Commander in Chief of America ’ s Miltary . Bottom line.They don ’ t tell us what to do . POTUS is anti-War ; it would tickle him 2 bring all our Troops home . “ No more war ” is his goal . He ’ s gonna make Iraq pay America to leave 🙌 🏻 ! #Winning and getting paid .,anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.098944433,0.117103856,1.938,-0.718,0.994
NOT_SARCASM,0.140350877,0.087719298,0.140350877,0.105263158,4.561403509,0.080024623,0.245614035,0.01754386,0.079,0.035,0.887,0.6299,"2 weeks later my purse was mailed back to me anonymously by a Good Samaritan . All my contents were intact . So , just when you think there is no decencyleft in the world , there you go ! I ’ m not religious but ... Do unto others as ... , ” #Decency #Morality",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.226011385,0.237837643,-0.026,-0.21,0.106
NOT_SARCASM,0.25,0,0.05,0.05,5.15,0.2575,0.25,0.1,0,0.116,0.884,0.3634,    Ppl were warned this cud happen . We either forgot or don't know about coalition politics .,fear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015433803,0.201108381,0.637,-1.099,0.053
NOT_SARCASM,0.111111111,0.111111111,0,0,3.777777778,0.209876543,0.166666667,0.055555556,0.375,0,0.625,0.79295,  That is the perfect response . is all that matters . 😏 🤗 💝 💖 💕,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065346631,0.058922116,0.515,-0.386,0.207
NOT_SARCASM,0.169811321,0.056603774,0.113207547,0.132075472,4.716981132,0.088999644,0.132075472,0.037735849,0.199,0.04,0.761,0.87895,"♡ Will teach you #compassion by practicing compassion with ourselves first , then with each other . I want you to know so that way we ’ ll practice #gratitude . I want you to feel joy so together we learn how to be vulnerable . Brene ’ Brown ♡ #نور ♡",fear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021059731,0.118162092,0.017,-0.244,-0.301
NOT_SARCASM,0.285714286,0,0.19047619,0.095238095,5.047619048,0.240362812,0.19047619,0.095238095,0,0,1,0.5,"  I hadn't read that and still wouldn't have assumed it literally meant a sofa bed , which was ancient",fear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34228397,0.356132226,-0.326,0.008,-0.07
NOT_SARCASM,0.178571429,0.053571429,0.071428571,0.089285714,4.892857143,0.087372449,0.267857143,0.071428571,0.333,0.05,0.617,0.97725,"      Let us teach our children to be kind to animals and to respect nature . And when they grow up , they will be kind and loving human beings because it ’ s easier to raise loving children then to repair broken men . ~ #BuddhaBrian . . . . #HumanKindness <URL>",love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040683631,0.019378655,0.098,-0.32,0.029
NOT_SARCASM,0.12,0.08,0.04,0.08,4.56,0.1824,0.44,0.16,0.334,0,0.666,0.9301,      Aww man you are so kind making this collection ! ! I'm smiling the whole day through ! ! ! <URL>,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018667605,0.132577198,-0.634,-0.028,-0.075
NOT_SARCASM,0.095238095,0,0,0.047619048,4.19047619,0.199546485,0.523809524,0.571428571,0.262,0,0.738,0.7463,      Thanks ! 😎 My #tvshow is : T H E W I R E #NeilWalkerAuthor <URL> <URL>,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042149102,0.053807684,-0.088,-0.258,-0.764
NOT_SARCASM,0.16,0.08,0.08,0.12,4.96,0.1984,0.32,0.16,0,0,1,0.5,"      If answers for why you place such pictures here are what you seek , look in the mirror #zen #freedom <URL>",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078946156,0.187806212,0.693,-0.373,0.646
NOT_SARCASM,0,0.066666667,0,0.033333333,3.566666667,0.118888889,0.333333333,0.166666667,0.151,0,0.849,0.67975,"      3rd #Sunset of 2020 & 1st pic 2 share with U gentlemen ! , isn ’ t it ? 😇 🙏 ⛪ ️ 🌄 🌅 <URL>",love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105686669,0.06032908,0.757,-0.203,0.6
NOT_SARCASM,0.108695652,0.108695652,0,0.065217391,5.391304348,0.117202268,0.239130435,0.086956522,0.279,0,0.721,0.95005,      #Tuesday #thoughts #Forgiveness and are the two major factors of the which elevates your towards the people you . Let your kindness through without any boundaries . Have a fabulous day dear friends.Keep smiling 😊 🔥 😘 🙏 ☕ ️ ️ <URL>,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.355481786,0.305119329,1.356,-0.942,0.766
NOT_SARCASM,0.095238095,0.095238095,0,0.047619048,4.904761905,0.233560091,0.476190476,0.047619048,0.122,0.185,0.692,0.3538,  p ... From #landsharks to #deaddolphins in v short amount of time . It's frustrating for sure ! !,anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.069738304,0.025472283,0.267,-1.183,-0.246
NOT_SARCASM,0.222222222,0.055555556,0,0.166666667,3.5,0.194444444,0.055555556,0.222222222,0,0.318,0.682,0.28925,  I regret everything 🥴 🥴 🥴 I ’ m so full I can ’ t breathe,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027034887,0.006932077,-0.239,-0.346,0.24
NOT_SARCASM,0.171428571,0.114285714,0.028571429,0.085714286,5.142857143,0.146938776,0.228571429,0,0.079,0.099,0.822,0.55135,Expose yourself to the right influence – make sure right influence is what is at work in your life – be exposed to the right things . . . . . #NewBeginnings #TimeForAMakeover #Life,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076062562,0.009743293,0.003,0.101,0.303
NOT_SARCASM,0.277777778,0.055555556,0.055555556,0.111111111,4.388888889,0.24382716,0.388888889,0.111111111,0,0,1,0.5,    she's got a date too ... he's going to have a matchy matchy bow tie,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051916483,0.01726248,0.019,-0.263,-0.293
NOT_SARCASM,0.142857143,0,0,0.178571429,4.5,0.160714286,0.178571429,0.107142857,0.223,0.138,0.639,0.66825,  Haha ! You should have seen me the morning I found out about Leonard Cohen's death . I used my room as a support group !,sadness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061150089,0.581310694,-0.185,-0.179,0.002
NOT_SARCASM,0.153846154,0.076923077,0.076923077,0.076923077,6.384615385,0.49112426,0.307692308,0.076923077,0,0.16,0.84,0.3634,  I'm now blocked on all forms of social media #justgirlythings #whyamilikethis,fear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.527419022,0.112676263,0.756,0.558,0.697
NOT_SARCASM,0.416666667,0,0.083333333,0.166666667,4.5,0.375,0.25,0.166666667,0,0,1,0.5,  wait I think I've heard isn't that a Miguel song,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015377622,0.014590853,0.137,-0.255,0.547
NOT_SARCASM,0.2,0.2,0.05,0.05,6.6,0.33,0.45,0.05,0.319,0.14,0.541,0.80465,  Where's your positive thinking ? Being disappointed gives opportunities to make change ! ! ! #positive #future #makingithappen,sadness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.404394566,0.106264884,0.215,0.822,0.565
NOT_SARCASM,0.152777778,0.055555556,0.097222222,0.055555556,4.152777778,0.057677469,0.375,0.069444444,0.067,0,0.933,0.74165,"      👊 💓 🙏 > Our discontent is ours . < 👇 The Other is Another , not us . People are lenders , not debtors and - - Not ALL - - 👇 bow , bend and submit themselves ! Some are forged in #Dignity , #Values e #Principles . > What is will never be right . And The is never wrong . < ️ ! <URL>",sadness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.381437452,0.043962561,-0.636,0.009,-0.477
NOT_SARCASM,0.16,0.08,0,0.2,4.6,0.184,0.28,0.12,0.22,0,0.78,0.82765,"    Caroline , what's it like to have an IQ smaller than your shoe size ? what's it like to be delusional ?",sadness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.441275409,0.203473976,0.548,-0.049,-0.429
NOT_SARCASM,0.263157895,0.052631579,0.052631579,0.052631579,4.631578947,0.243767313,0.105263158,0.052631579,0.202,0,0.798,0.79295,  #loved hearing you on train that was a lovely thing u said avout bonnie at the end,love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.211617693,0.004579604,0.684,-0.021,-0.001
NOT_SARCASM,0.142857143,0.047619048,0.047619048,0,5.238095238,0.249433107,0.238095238,0.047619048,0.377,0.096,0.526,0.8753,  to begin with stop accepting gifts and doing gift segments with the media ( 6 ) #ShaheerSheikh & respect,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008792464,0.028092773,-0.256,-0.131,-0.02
NOT_SARCASM,0.133333333,0,0,0.166666667,4.266666667,0.142222222,0.133333333,0.133333333,0,0.377,0.623,0.0489,"  Besides , you know my stance on hate after that crap I put up with on FB . I dropped them and will drop others over hate .",anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02177243,0.039671663,-1.702,0.172,-0.988
NOT_SARCASM,0.272727273,0,0,0,3.909090909,0.355371901,0.181818182,0.181818182,0,0,1,0.5,  Clemson is LSU is this game will be .,fear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.410975329,0.170994455,1.041,-0.665,0.99
NOT_SARCASM,0.15,0.025,0,0.15,5.225,0.130625,0.275,0.125,0.045,0,0.955,0.57655,      Chris you'll been joining the line of my Elite guest from the force #AnthonyBurnett in order that they've been my guest . You'll see I had a personal invite from the Big Boss 🤗 #Humbled <URL>,sadness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.204668033,0.022090262,-0.441,-0.069,0.04
NOT_SARCASM,0.027777778,0.111111111,0,0.111111111,4.861111111,0.135030864,0.388888889,0.138888889,0.128,0,0.872,0.70995,"      Thank you , Heather ! ❤ ️ 🤗 😘 I write contemporary #mystery #crime 🗡 ️ with ❤ ️ and #socialissues investigation . And the occasional mushroom . You , ? <URL>",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30360047,0.129664711,-0.857,-0.234,-0.37
NOT_SARCASM,0.172413793,0.103448276,0,0.103448276,4.655172414,0.160523187,0.24137931,0.137931034,0,0.228,0.772,0.1452,  I know that others were faced with the same situation . I feel bad . And I Reported to the board of Elections . ... sloppy errors,sadness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058251805,0.040120887,-0.624,0.442,-1.116
NOT_SARCASM,0.3,0.05,0.1,0.05,5.15,0.2575,0.15,0.05,0,0.175,0.825,0.23665,  I'm still baffled how a man that does and says such disgusting things can represent out country .,surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.160527545,0.054929376,-0.255,-0.288,0.324
NOT_SARCASM,0.137931034,0.068965517,0,0.172413793,5.551724138,0.191438763,0.310344828,0.034482759,0.142,0,0.858,0.79295,"Miracles happen everyday , change your perception of what a miracle is and you'll see them all around you . - Jon Bon Jovi #gentleman #strength #generosity <URL>",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0268818,0.099278067,-0.245,-0.005,-0.143
NOT_SARCASM,0.150943396,0.094339623,0.056603774,0.132075472,4.886792453,0.092203631,0.094339623,0.018867925,0.136,0.101,0.764,0.62555,  Apparently from the your statements we can tell that you are really open and at the same time you are kinda like not okay ... We are all humans with limitations and at a point we have to go by the evil side for better outcomes . Appreciate your nature 😟,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035735922,0.223193958,0.369,-0.458,0.186
NOT_SARCASM,0.105263158,0,0,0.105263158,4.631578947,0.243767313,0.315789474,0.157894737,0,0,1,0.5,      They had one at one point and her name was Jeremy Lin ! #Strong #Brave,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005525791,0.015130525,0.339,-0.609,0.028
NOT_SARCASM,0.205882353,0.088235294,0.029411765,0.058823529,4.264705882,0.125432526,0.176470588,0.029411765,0.101,0.066,0.833,0.5,"  You will do fine . Try to the responses you get , and don ’ t forget to use at least three #tags in each post to reach a larger #audience .",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.212119824,0.106200037,-0.635,0.071,-0.151
NOT_SARCASM,0.125,0.041666667,0,0.041666667,5.083333333,0.211805556,0.25,0.083333333,0.123,0.111,0.766,0.5386,    the fight is worldwide it seems . Polands gone the neofascist route . Thanks for the and #solidarity from Oz .,anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.373693404,0.494505381,0.197,0.578,-0.06
NOT_SARCASM,0.095238095,0.095238095,0.047619048,0.142857143,4.904761905,0.233560091,0.380952381,0.238095238,0.157,0,0.843,0.72795,      You had me at #friendship ! I can certainly find more Tweeple for this thread ! <URL>,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.253965588,0.117874249,-0.687,-0.155,-0.237
NOT_SARCASM,0.3,0,0.15,0.05,5.75,0.2875,0.55,0.1,0,0.101,0.899,0.39885,  ___hey look a troll talking about #trolling & #facts complaining about #Russia when they don't get way <URL>,anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13916594,0.150846422,-0.536,-0.145,-0.478
NOT_SARCASM,0.138888889,0.027777778,0.194444444,0.027777778,4.555555556,0.12654321,0.25,0.083333333,0.064,0.114,0.822,0.30345,"      It was always part of certain actor's plans to do so . djt actually screwed that pooch , too Then again , twas a stroke of to unify Iraq , again !",anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11104185,0.099723493,-0.161,0.112,-0.081
NOT_SARCASM,0.166666667,0.016666667,0.033333333,0.066666667,4.916666667,0.081944444,0.2,0.066666667,0.048,0.319,0.632,0.03845,"      Thanks for understanding me . I too understand your pain & inferiority complex . Lost to Ghuri , lost to Khiljis , lost to Ghazni , lost to Babur , lost to Akbar , lost to Marathas . Finally Britishers ke talwe chaate aur ab suar jaisi shakal leke bolte Hain we are Rajputs 🥴 😭",sadness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023286141,0.035432488,-0.436,0.075,-0.209
NOT_SARCASM,0.142857143,0.285714286,0,0.071428571,4.928571429,0.352040816,0.214285714,0.071428571,0.206,0.406,0.389,0.2213,"  Wonderful , our American President is a wanna be war criminal .",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005261191,0.109663145,-0.796,0.191,-0.705
NOT_SARCASM,0.230769231,0,0.115384615,0.038461538,5.076923077,0.195266272,0.269230769,0.076923077,0.106,0.106,0.787,0.50025,    #AnEyeForAnEye makes the world blind . By name calling and putting down others does not take you pain away . Why #hate ?,sadness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044234721,0.028404948,-1.721,-0.177,-1.073
NOT_SARCASM,0.136363636,0.045454545,0.045454545,0.045454545,5.772727273,0.262396694,0.181818182,0.136363636,0,0.147,0.853,0.26165,      Very of my ancestors for coming up with a religious tradition specifically designed to make theologians cry .,anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21640878,0.206023851,-0.544,0.442,-0.175
NOT_SARCASM,0.111111111,0.166666667,0,0,5.277777778,0.293209877,0.388888889,0.166666667,0,0,1,0.5,      peasant work ? Omg ur #immature a #peasant must have drawn ur #awful eyebrows,anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052949231,0.026293961,-1.04,0.111,-0.951
NOT_SARCASM,0.142857143,0.047619048,0.095238095,0.023809524,4.976190476,0.118480726,0.166666667,0,0.156,0,0.844,0.8548,"Roopam – To wear clean clothes take showcase #dignity and #respect , Naam – To #work towards setting examples so that others are also inspired towards path of , Keerti – To propagate so that we also get , 8/ n",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.117324563,0.078227996,0.352,-0.506,-0.167
NOT_SARCASM,0.222222222,0.092592593,0.12962963,0.12962963,4.851851852,0.089849108,0.185185185,0.037037037,0.036,0.064,0.9,0.33,"For those concerned about the amount of bottles present , here's some more to show you how wasted we really were , they were all recycled and it's my 50th birthday too . You can donate here if you are concerned : <URL> My youngest will be just fine btw ❤ ️ <URL>",anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063716554,0.209462143,0.256,-0.339,0.175
